order_id,restaurant_id,food_item,order_time,delivery_time,delivery_distance,order_qty,order_value,delivery_method,traffic_condition,weather_condition,delivery_time_actual,delivery_delay,route_taken,customer_id,age,gender,location,order_history,customer_rating,cuisine,restaurant_name,order_frequency,loyalty_program,food_temperature,food_freshness,packaging_quality,food_condition,customer_satisfaction,small_route,bike_friendly_route,route_type,route_efficiency,predicted_delivery_mode,traffic_avoidance,,Item,Sample Price (CAD)
eec3d6J,7,Dumplings (6 pcs),2024-05-14,2024-05-14,4.52,10,79.9,Bike,Medium,Sunny,0,13.99,Route_2,ea338ba5-d056-4690-8066-93706ebf5400,39,Male,City_3,7,3,Asian,Lotus Garden,Monthly,No,Cold,5,3,Fair,5,FALSE,FALSE,Car-only,0.506919916,Car,No,,,
7d3d13J,7,Dumplings (6 pcs),2024-01-05,2024-01-05,6.41,14,111.86,Car,High,Sunny,0,19.58,Route_1,ffbe706a-15c7-47e3-95db-402be80e1a87,47,Other,City_3,30,5,Asian,Lotus Garden,Monthly,Yes,Hot,3,3,Good,3,TRUE,FALSE,Car-only,0.71392207,Car,No,,,
eb374fM,7,Sushi (8 pcs),2024-06-22,2024-06-22,10.01,7,69.93,Car,High,Sunny,0,-2.83,Route_3,85d9a0c9-aa11-4346-964f-d25aede3879e,34,Female,City_8,9,2,Asian,Lotus Garden,Monthly,No,Hot,1,1,Good,3,TRUE,TRUE,Mixed,0.723315045,Car,No,,,
b9fbbaM,7,Chicken rice,2024-03-03,2024-03-03,13.62,20,219.8,Walk,Low,Snowy,0,-7.27,Route_2,afd34f34-c0ba-428b-aa3a-58ba4957af46,32,Male,City_5,43,4,Asian,Lotus Garden,Weekly,Yes,Hot,1,1,Good,2,TRUE,TRUE,Mixed,0.697135776,Bike,No,,,
0b12a6M,7,Chicken rice,2024-02-10,2024-02-10,2.26,22,241.78,Bike,High,Snowy,0,9.37,Route_2,21daed88-ccb9-416c-9431-f1dfd17b18c2,60,Female,City_2,20,4,Asian,Lotus Garden,Monthly,No,Hot,1,1,Fair,5,TRUE,TRUE,Bike-friendly,0.406680125,Car,No,,,
b277abD,7,Dumplings (6 pcs),2024-02-07,2024-02-07,13.35,9,71.91,Walk,Low,Rainy,0,-2.2,Route_1,a977f870-88f2-4fd2-811c-0656b917b267,45,Female,City_10,25,2,Asian,Lotus Garden,Weekly,No,Hot,1,1,Poor,4,TRUE,FALSE,Car-only,0.362137183,Car,No,,,
fd4304B,7,Dumplings (6 pcs),2024-06-26,2024-06-26,11.25,15,119.85,Walk,Low,Rainy,0,7.14,Route_2,f72e2196-4652-4a6b-bb6c-4b948f63edca,41,Male,City_9,24,5,Asian,Lotus Garden,Weekly,Yes,Hot,3,1,Poor,4,FALSE,FALSE,Bike-friendly,0.741654768,Bike,No,,,
fdc9bbV,7,Dumplings (6 pcs),2024-10-26,2024-10-26,5.09,15,119.85,Walk,High,Rainy,0,5.53,Route_3,24db9d6c-11a4-483d-a0e4-a43983340d2c,32,Female,City_6,28,2,Asian,Lotus Garden,Monthly,No,Warm,5,5,Poor,1,TRUE,TRUE,Mixed,0.655863094,Car,No,,,
25b2e8L,7,Dumplings (6 pcs),2024-08-23,2024-08-23,13.63,14,111.86,Walk,High,Snowy,0,-4.96,Route_2,a69acabe-8204-4b8e-bb3a-b7fd7eef0c06,51,Other,City_7,39,4,Asian,Lotus Garden,Weekly,No,Hot,5,5,Fair,5,FALSE,FALSE,Mixed,0.066610674,Car,No,,,
0da09aI,7,Dumplings (6 pcs),2024-09-11,2024-09-11,3.39,15,119.85,Car,High,Rainy,0,19.84,Route_2,da2efc23-5fc5-4723-8d5f-d46797473bd0,34,Male,City_9,34,2,Asian,Lotus Garden,Monthly,Yes,Warm,5,5,Fair,3,TRUE,TRUE,Car-only,0.003915769,Car,No,,,
257762Y,7,Sushi (8 pcs),2024-10-14,2024-10-14,3.68,6,59.94,Walk,High,Snowy,0,10.25,Route_2,e74724db-7e6a-4e17-8535-3fb7ccab25d1,35,Female,City_9,34,1,Asian,Lotus Garden,Monthly,Yes,Cold,1,1,Good,1,FALSE,TRUE,Car-only,0.085943353,Car,No,,,
a088ecT,7,Sushi (8 pcs),2024-05-21,2024-05-21,8.12,25,249.75,Bike,Low,Snowy,0,-0.06,Route_5,b2320df8-46cd-48a2-89a0-f3837703fff4,26,Other,City_1,35,1,Asian,Lotus Garden,Weekly,Yes,Cold,5,3,Fair,2,FALSE,TRUE,Mixed,0.408854256,Bike,No,,,
81bffdH,7,Chicken rice,2024-09-21,2024-09-21,7.09,22,241.78,Bike,Low,Sunny,0,15.04,Route_2,60f7fe0f-a3d1-4753-93dd-c3f0e9368371,22,Female,City_2,31,5,Asian,Lotus Garden,Monthly,No,Warm,4,2,Fair,1,TRUE,TRUE,Mixed,0.89397077,Bike,Yes,,,
837f05B,7,Chicken rice,2024-01-11,2024-01-11,4.92,4,43.96,Bike,Medium,Rainy,0,-5.18,Route_2,5bf9fe56-68f8-4bf9-a36d-0dfa8990f1cd,46,Other,City_10,6,1,Asian,Lotus Garden,Weekly,No,Hot,3,1,Fair,3,FALSE,TRUE,Car-only,0.550637758,Car,No,,,
462b84X,7,Chicken rice,2024-06-02,2024-06-02,8.43,7,76.93,Walk,Low,Sunny,0,16.88,Route_5,6a36198c-ca6b-46be-a96f-4e3d0cb7bc13,54,Female,City_6,14,5,Asian,Lotus Garden,Monthly,Yes,Warm,5,2,Good,1,FALSE,TRUE,Bike-friendly,0.999390681,Car,Yes,,,
0568bdK,7,Dumplings (6 pcs),2024-10-29,2024-10-29,2.78,3,23.97,Car,Low,Sunny,0,14.96,Route_2,139caf62-6bef-46bd-be52-b6039c6abe89,29,Female,City_10,3,1,Asian,Lotus Garden,Monthly,No,Cold,4,1,Good,4,TRUE,TRUE,Car-only,0.900461714,Bike,Yes,,,
ba8875W,7,Dumplings (6 pcs),2024-05-11,2024-05-11,12.3,24,191.76,Car,Medium,Rainy,0,8.75,Route_3,6f41ce99-aeae-449e-8a9b-095f0a2c4052,59,Female,City_3,47,2,Asian,Lotus Garden,Weekly,No,Warm,3,2,Fair,4,FALSE,TRUE,Bike-friendly,0.687989868,Bike,No,,,
8e0474B,7,Sushi (8 pcs),2024-01-17,2024-01-17,9.48,25,249.75,Walk,Medium,Rainy,0,-2.13,Route_4,7b73fa66-44eb-49a5-8b70-188338ca4a7f,32,Female,City_10,11,5,Asian,Lotus Garden,Monthly,No,Warm,3,3,Poor,3,TRUE,TRUE,Car-only,0.43993955,Bike,No,,,
ff0d47U,7,Sushi (8 pcs),2024-05-02,2024-05-02,3.13,18,179.82,Bike,High,Rainy,0,14.46,Route_4,649f3e5a-a9c3-4e6b-bcdd-1b188cd8732c,43,Male,City_4,1,3,Asian,Lotus Garden,Weekly,No,Warm,5,3,Good,2,TRUE,TRUE,Bike-friendly,0.140041961,Car,No,,,
2626ffE,7,Chicken rice,2024-07-26,2024-07-26,12.55,12,131.88,Bike,High,Rainy,0,-6.1,Route_1,f71a93b6-6cea-4d72-ab3e-bf26e9a251f0,32,Female,City_6,5,3,Asian,Lotus Garden,Monthly,No,Cold,2,3,Good,4,TRUE,TRUE,Bike-friendly,0.421425034,Car,No,,,
ef1c6aE,7,Chicken rice,2024-04-27,2024-04-27,13.29,12,131.88,Walk,Low,Sunny,0,-0.2,Route_5,10990f16-e404-42ff-b8bb-e7dcd4f2ea61,23,Male,City_5,17,5,Asian,Lotus Garden,Monthly,Yes,Hot,3,4,Fair,3,TRUE,TRUE,Bike-friendly,0.561425754,Bike,No,,,
2320a0R,7,Chicken rice,2024-02-17,2024-02-17,3.78,22,241.78,Car,Medium,Rainy,0,13.57,Route_2,2204874b-de5e-42aa-82cc-683016d468d1,56,Other,City_9,49,4,Asian,Lotus Garden,Monthly,Yes,Cold,2,1,Poor,3,FALSE,TRUE,Bike-friendly,0.309538936,Car,No,,,
550da8J,7,Chicken rice,2024-06-09,2024-06-09,2.31,9,98.91,Walk,High,Rainy,0,3,Route_3,caaf69cb-131c-43f2-aef2-42782026effb,58,Female,City_5,42,3,Asian,Lotus Garden,Monthly,Yes,Hot,3,3,Fair,3,TRUE,TRUE,Bike-friendly,0.639844595,Car,No,,,
a6445dR,7,CoffeeBoba tea,2024-10-08,2024-10-08,8.71,18,81,Walk,Low,Rainy,0,9.47,Route_4,34a0216a-5912-483f-802b-0974eb2a2202,46,Other,City_5,25,2,Asian,Lotus Garden,Monthly,No,Warm,5,2,Poor,5,TRUE,TRUE,Bike-friendly,0.742983433,Bike,No,,,
555668L,7,Dumplings (6 pcs),2024-02-08,2024-02-08,9.58,7,55.93,Walk,Medium,Sunny,0,-9.35,Route_3,141fd0c4-4b93-4ce1-ae12-f63a14290f96,59,Male,City_5,10,4,Asian,Lotus Garden,Monthly,Yes,Warm,5,3,Good,1,TRUE,FALSE,Mixed,0.460727069,Bike,No,,,
bcfa31D,7,Dumplings (6 pcs),2024-05-25,2024-05-25,11.84,5,39.95,Walk,Low,Sunny,0,-0.71,Route_2,dcf5dbc2-2890-4de3-87eb-799f8a4c0ffe,29,Other,City_4,44,4,Asian,Lotus Garden,Monthly,No,Warm,4,1,Good,3,TRUE,TRUE,Mixed,0.0144299,Bike,No,,,
2e0315X,7,Dumplings (6 pcs),2024-11-13,2024-11-13,3.8,10,79.9,Bike,Medium,Rainy,0,13.27,Route_2,5cc70090-ce2e-4fce-b504-57489b8c7633,44,Female,City_6,18,5,Asian,Lotus Garden,Monthly,No,Hot,1,3,Poor,3,TRUE,FALSE,Mixed,0.163963521,Car,No,,,
2dd1b9N,7,Sushi (8 pcs),2024-01-12,2024-01-12,7.36,15,149.85,Car,Medium,Rainy,0,5.8,Route_2,4e22ce08-a4de-4f5e-9a5a-e73bb2b8b525,53,Male,City_1,41,2,Asian,Lotus Garden,Monthly,Yes,Hot,1,2,Fair,2,TRUE,TRUE,Car-only,0.06767703,Bike,No,,,
aa7decU,7,Sushi (8 pcs),2024-09-23,2024-09-23,6.57,23,229.77,Walk,Low,Rainy,0,16.14,Route_4,925e6749-4eb9-4134-b79b-8e4013e77413,25,Male,City_2,7,2,Asian,Lotus Garden,Weekly,No,Hot,4,2,Good,1,FALSE,TRUE,Mixed,0.351342467,Car,No,,,
54ff31B,7,Chicken rice,2024-09-16,2024-09-16,4.07,16,175.84,Walk,Low,Snowy,0,13.59,Route_1,d878b5af-3b15-4f5b-9c4e-fe2f7ba7092d,58,Male,City_7,10,2,Asian,Lotus Garden,Monthly,Yes,Cold,2,1,Good,1,FALSE,TRUE,Bike-friendly,0.117055649,Car,No,,,
87eb9aV,7,CoffeeBoba tea,2024-10-02,2024-10-02,3.7,8,36,Walk,Medium,Sunny,0,-5.23,Route_1,658ca218-2fe2-4bbc-9245-ca5be2d5268c,43,Male,City_4,45,5,Asian,Lotus Garden,Monthly,No,Cold,3,1,Poor,4,FALSE,FALSE,Bike-friendly,0.135928179,Bike,No,,,
e13ca5W,7,CoffeeBoba tea,2024-01-03,2024-01-03,7.45,4,18,Car,Low,Sunny,0,-5.69,Route_2,ed5c47f5-55a8-4a2e-9116-29f087ef066d,28,Female,City_4,39,5,Asian,Lotus Garden,Weekly,No,Cold,1,3,Poor,4,FALSE,FALSE,Bike-friendly,0.21230111,Bike,No,,,
fc63c7O,7,Dumplings (6 pcs),2024-11-04,2024-11-04,2.99,8,63.92,Car,Low,Snowy,0,-4.5,Route_3,3c230685-a32f-4125-8b6f-6ed4d2b8e529,25,Other,City_1,24,2,Asian,Lotus Garden,Weekly,No,Hot,5,3,Fair,5,TRUE,FALSE,Mixed,0.049161227,Car,No,,,
a32764F,7,Sushi (8 pcs),2024-05-04,2024-05-04,4.55,4,39.96,Bike,High,Sunny,0,11.67,Route_1,94950a48-f0b3-43af-9ac9-e5952802b87a,36,Male,City_7,26,3,Asian,Lotus Garden,Weekly,No,Cold,5,1,Good,4,TRUE,TRUE,Bike-friendly,0.39917612,Car,No,,,
23f0d2Z,7,Sushi (8 pcs),2024-10-10,2024-10-10,14.27,2,19.98,Walk,Medium,Snowy,0,-2.55,Route_2,ec8c210a-5509-47c0-9479-847b047b5355,48,Female,City_3,47,5,Asian,Lotus Garden,Monthly,Yes,Cold,3,2,Poor,3,FALSE,TRUE,Car-only,0.007538036,Car,No,,,
3e4529K,7,Sushi (8 pcs),2024-12-01,2024-12-01,9.01,1,9.99,Bike,Low,Sunny,0,11.48,Route_4,8a698ab1-a816-49d2-a184-f8e94f690fb1,25,Other,City_1,4,4,Asian,Lotus Garden,Monthly,No,Cold,1,2,Poor,1,FALSE,FALSE,Bike-friendly,0.265430657,Car,No,,,
90b38bX,7,Chicken rice,2024-09-09,2024-09-09,14.56,6,65.94,Car,Medium,Sunny,0,10.55,Route_4,dc0de85f-c5e7-4afd-9b13-efa9e0f84429,34,Female,City_4,38,5,Asian,Lotus Garden,Weekly,Yes,Cold,4,4,Fair,3,TRUE,FALSE,Bike-friendly,0.493998784,Car,No,,,
9c920cE,7,CoffeeBoba tea,2024-01-30,2024-01-30,4.71,2,9,Car,Medium,Snowy,0,19.03,Route_4,1941542a-24a0-48dc-8423-0fa9dca164cc,23,Female,City_2,48,5,Asian,Lotus Garden,Weekly,No,Hot,5,5,Poor,5,FALSE,FALSE,Car-only,0.168417208,Car,No,,,
e9a098V,7,CoffeeBoba tea,2024-02-10,2024-02-10,11.15,25,112.5,Walk,High,Sunny,0,0.74,Route_1,7335f253-7159-48e2-a8ee-b65c831f954c,27,Other,City_6,26,5,Asian,Lotus Garden,Monthly,No,Hot,1,5,Good,5,TRUE,TRUE,Bike-friendly,0.580934166,Car,No,,,
1f55f3B,7,CoffeeBoba tea,2024-11-23,2024-11-23,13.04,14,63,Walk,Low,Sunny,0,18.16,Route_5,035466ce-c70a-4163-9a1d-72497c8028b9,50,Female,City_4,49,1,Asian,Lotus Garden,Monthly,Yes,Cold,5,5,Poor,5,FALSE,FALSE,Bike-friendly,0.325161913,Bike,No,,,
861c5dO,7,CoffeeBoba tea,2024-02-29,2024-02-29,11.4,18,81,Bike,High,Sunny,0,-0.32,Route_2,36bcb8e1-f9b4-4ab2-a940-005e38b79bee,24,Female,City_7,28,4,Asian,Lotus Garden,Weekly,Yes,Hot,2,2,Poor,3,FALSE,TRUE,Car-only,0.157714251,Car,No,,,
294557T,7,CoffeeBoba tea,2024-11-09,2024-11-09,9.5,17,76.5,Bike,Medium,Rainy,0,3.21,Route_4,276666fd-e935-4c0d-8a4d-3c5f4ac4f983,32,Other,City_4,18,4,Asian,Lotus Garden,Weekly,Yes,Warm,2,1,Fair,1,TRUE,TRUE,Bike-friendly,0.645042733,Bike,No,,,
c61965F,7,Dumplings (6 pcs),2024-03-09,2024-03-09,2.8,3,23.97,Bike,Low,Rainy,0,12.3,Route_3,92b16ca7-b7df-41ca-b711-443052f2a47c,29,Female,City_1,8,3,Asian,Lotus Garden,Weekly,No,Hot,3,1,Poor,2,TRUE,TRUE,Mixed,0.552149904,Bike,No,,,
b3ed99A,7,Dumplings (6 pcs),2024-04-08,2024-04-08,7.32,10,79.9,Walk,High,Sunny,0,14.84,Route_1,c47d45d3-6f6f-47e1-8f9b-eaec53e7ee8a,60,Male,City_3,26,4,Asian,Lotus Garden,Weekly,Yes,Hot,5,3,Good,5,TRUE,FALSE,Car-only,0.689553387,Car,No,,,
3a47dfK,7,Dumplings (6 pcs),2024-04-06,2024-04-06,9.87,3,23.97,Bike,Medium,Snowy,0,-0.41,Route_1,ebf318df-7dfc-4db2-9082-e77b754bac87,25,Female,City_9,34,3,Asian,Lotus Garden,Monthly,No,Cold,3,4,Good,2,FALSE,FALSE,Bike-friendly,0.001335763,Bike,No,,,
2323d6M,7,Dumplings (6 pcs),2024-04-22,2024-04-22,7.19,13,103.87,Bike,Medium,Sunny,0,-8.62,Route_1,8f9351f7-de1e-40a9-a982-faffa6b6e7c2,21,Female,City_5,30,5,Asian,Lotus Garden,Weekly,Yes,Hot,1,3,Fair,2,TRUE,TRUE,Mixed,0.344796533,Bike,No,,,
bbfa00X,7,Sushi (8 pcs),2024-05-14,2024-05-14,14.84,6,59.94,Bike,Low,Snowy,0,17.29,Route_2,dbc9f19b-4612-4ada-9947-3a63f0a55129,34,Female,City_9,19,3,Asian,Lotus Garden,Weekly,Yes,Cold,2,3,Good,5,FALSE,FALSE,Car-only,0.923834689,Car,Yes,,,
a88538O,7,Sushi (8 pcs),2024-04-14,2024-04-14,3.4,21,209.79,Walk,Low,Sunny,0,17.65,Route_3,ec5d2370-5b51-45b3-8554-6c2763065729,39,Female,City_1,10,4,Asian,Lotus Garden,Monthly,No,Cold,5,2,Poor,4,FALSE,FALSE,Bike-friendly,0.434623735,Bike,No,,,
e5ae4eC,7,Chicken rice,2024-10-18,2024-10-18,6.16,24,263.76,Walk,Medium,Rainy,0,11.86,Route_4,2bd6de2e-aa29-42b9-b569-0ed8280106a1,30,Female,City_4,45,5,Asian,Lotus Garden,Monthly,No,Hot,2,3,Good,4,TRUE,TRUE,Mixed,0.517328287,Bike,No,,,
3646f9H,7,Chicken rice,2024-07-06,2024-07-06,11.03,18,197.82,Car,Low,Snowy,0,6.54,Route_1,5b53de37-6176-4713-91c5-548565bcf9a0,59,Other,City_7,38,4,Asian,Lotus Garden,Weekly,No,Cold,5,3,Poor,1,TRUE,TRUE,Mixed,0.317565144,Bike,No,,,
683f39E,7,Chicken rice,2024-11-04,2024-11-04,12.06,2,21.98,Bike,High,Snowy,0,2.76,Route_5,f7a23bbf-727e-4fac-ad75-4b7a990f4de8,60,Female,City_9,25,5,Asian,Lotus Garden,Monthly,No,Hot,3,3,Good,2,TRUE,FALSE,Mixed,0.164702397,Car,No,,,
bac019Y,7,CoffeeBoba tea,2024-01-15,2024-01-15,8.71,25,112.5,Walk,High,Sunny,0,7.84,Route_4,d2904b39-ddd8-409b-97ee-030c7d750d28,52,Other,City_1,23,4,Asian,Lotus Garden,Weekly,Yes,Warm,4,4,Poor,3,TRUE,TRUE,Car-only,0.816059482,Car,Yes,,,
bacf54M,7,Dumplings (6 pcs),2024-10-19,2024-10-19,5.53,5,39.95,Walk,High,Rainy,0,11.75,Route_3,317aa55b-cb7b-4315-8015-094ef229f930,32,Other,City_3,48,5,Asian,Lotus Garden,Weekly,No,Hot,1,3,Good,2,TRUE,TRUE,Bike-friendly,0.472792621,Car,No,,,
3c6bd2V,7,Dumplings (6 pcs),2024-03-21,2024-03-21,7.5,16,127.84,Walk,Low,Rainy,0,-4.03,Route_2,de4a5252-a6ae-4010-b6b5-0fd9318e5754,53,Male,City_3,19,1,Asian,Lotus Garden,Weekly,No,Cold,2,4,Good,3,TRUE,TRUE,Car-only,0.878756108,Bike,Yes,,,
25251aE,7,Sushi (8 pcs),2024-12-05,2024-12-05,7.81,20,199.8,Walk,Low,Snowy,0,4.05,Route_2,0c83da80-18da-4110-b5aa-c4c00cd3fa20,59,Male,City_7,6,4,Asian,Lotus Garden,Weekly,Yes,Cold,2,3,Poor,3,FALSE,TRUE,Bike-friendly,0.458075008,Bike,No,,,
a7c05fR,7,Sushi (8 pcs),2024-02-06,2024-02-06,4.09,25,249.75,Car,Medium,Snowy,0,0.59,Route_5,e8747c74-6f46-436f-b83e-313e436cd36c,49,Male,City_8,46,5,Asian,Lotus Garden,Weekly,Yes,Cold,3,3,Poor,5,FALSE,FALSE,Bike-friendly,0.14537119,Bike,No,,,
f787d3Z,7,Chicken rice,2024-05-05,2024-05-05,7.98,21,230.79,Bike,High,Snowy,0,2.24,Route_5,d898a4ee-10c8-4b86-8fca-be271e4e5ddd,60,Other,City_1,2,4,Asian,Lotus Garden,Weekly,No,Warm,3,5,Poor,5,FALSE,FALSE,Bike-friendly,0.369464349,Car,No,,,
33ac09N,7,CoffeeBoba tea,2024-01-29,2024-01-29,4.73,20,90,Bike,Low,Snowy,0,3.03,Route_3,2a0348f6-6f44-42c1-aa7d-91075f381a04,46,Female,City_9,37,2,Asian,Lotus Garden,Weekly,Yes,Cold,3,1,Poor,1,FALSE,FALSE,Bike-friendly,0.872424578,Car,Yes,,,
5b7327Z,7,CoffeeBoba tea,2024-07-16,2024-07-16,14.43,8,36,Bike,High,Snowy,0,10.5,Route_2,e44e35d8-5585-4a17-a6a0-0be693a616fb,50,Male,City_5,14,5,Asian,Lotus Garden,Monthly,Yes,Warm,5,3,Poor,1,TRUE,TRUE,Mixed,0.403575578,Car,No,,,
53279fP,7,Dumplings (6 pcs),2024-09-25,2024-09-25,4.36,7,55.93,Walk,Medium,Rainy,0,-6.72,Route_4,08cab709-12c4-47e0-9bf4-71ac1ba84f1e,33,Male,City_4,3,4,Asian,Lotus Garden,Weekly,Yes,Warm,4,4,Poor,4,FALSE,TRUE,Mixed,0.543103872,Car,No,,,
2ce03dC,7,Dumplings (6 pcs),2024-11-15,2024-11-15,11.28,5,39.95,Walk,Low,Sunny,0,9.48,Route_4,1fab7cbe-0aa5-4089-8e0e-938573c73cad,28,Female,City_10,10,4,Asian,Lotus Garden,Monthly,Yes,Warm,5,2,Good,2,FALSE,TRUE,Mixed,0.973830003,Car,Yes,,,
1e47d0B,7,Dumplings (6 pcs),2024-10-31,2024-10-31,6.84,10,79.9,Bike,High,Rainy,0,4.26,Route_2,953b8f38-ec76-49b6-b246-a9f371c24794,33,Female,City_6,42,1,Asian,Lotus Garden,Monthly,Yes,Warm,5,4,Good,3,TRUE,TRUE,Mixed,0.392657076,Car,No,,,
828dc9H,7,Dumplings (6 pcs),2024-09-17,2024-09-17,3.59,7,55.93,Car,High,Sunny,0,-5.15,Route_3,c56d733b-d23d-41cb-838a-6597c2093a13,38,Other,City_5,49,5,Asian,Lotus Garden,Monthly,No,Hot,2,5,Fair,5,FALSE,TRUE,Car-only,0.242535474,Car,No,,,
ffd8ecS,7,Sushi (8 pcs),2024-01-27,2024-01-27,13.43,14,139.86,Bike,Medium,Sunny,0,2.75,Route_4,d4461ce9-b5bc-4649-82f5-9a6e9ca37132,19,Female,City_7,46,5,Asian,Lotus Garden,Monthly,Yes,Hot,2,4,Good,1,TRUE,TRUE,Bike-friendly,0.746158685,Bike,No,,,
fdcf13C,7,Sushi (8 pcs),2024-02-20,2024-02-20,11.27,5,49.95,Walk,High,Sunny,0,-1.92,Route_2,9b91b515-ea7d-4053-a091-828d0bb70fb9,34,Female,City_5,34,5,Asian,Lotus Garden,Weekly,No,Hot,1,5,Good,2,TRUE,FALSE,Mixed,0.538218477,Car,No,,,
4dfd72C,7,Chicken rice,2024-05-31,2024-05-31,6.34,14,153.86,Bike,Medium,Rainy,0,5.95,Route_1,88e90f9b-0b4c-4fd5-a3ee-49c55255df4c,21,Male,City_10,29,1,Asian,Lotus Garden,Weekly,Yes,Hot,4,1,Good,1,TRUE,TRUE,Car-only,0.697161098,Bike,No,,,
c444efO,7,CoffeeBoba tea,2024-03-19,2024-03-19,9.79,17,76.5,Car,Low,Rainy,0,-2.15,Route_1,5e6261a8-2781-433d-b29f-eed6d48f62a3,51,Female,City_7,44,4,Asian,Lotus Garden,Weekly,No,Cold,5,5,Fair,4,FALSE,FALSE,Car-only,0.670390581,Car,No,,,
347e5bT,7,CoffeeBoba tea,2024-01-05,2024-01-05,7.86,6,27,Car,Low,Sunny,0,14.37,Route_3,3dc1d9c1-5350-4efa-a719-2e07619ad9ae,42,Male,City_10,37,5,Asian,Lotus Garden,Weekly,Yes,Warm,1,4,Fair,5,TRUE,FALSE,Bike-friendly,0.566011899,Bike,No,,,
5de8feT,7,Dumplings (6 pcs),2024-07-31,2024-07-31,2.65,15,119.85,Bike,High,Sunny,0,8.65,Route_2,a5a5630b-20e5-42ac-a99d-55439a7abcfa,29,Other,City_6,22,5,Asian,Lotus Garden,Monthly,Yes,Warm,5,3,Fair,3,FALSE,FALSE,Mixed,0.251521086,Car,No,,,
c41785D,7,Sushi (8 pcs),2024-11-04,2024-11-04,14.11,17,169.83,Car,Medium,Rainy,0,14.41,Route_5,cc4b7ce1-4e05-4aa3-892e-838c0bd150a6,19,Female,City_7,28,3,Asian,Lotus Garden,Monthly,No,Cold,2,1,Good,4,TRUE,TRUE,Bike-friendly,0.096753816,Bike,No,,,
d86221E,7,Sushi (8 pcs),2024-08-08,2024-08-08,12.01,1,9.99,Car,Low,Rainy,0,19.37,Route_2,f371752b-e4ce-4c9b-b963-b5108e7b8487,54,Female,City_4,36,4,Asian,Lotus Garden,Monthly,Yes,Warm,3,2,Good,4,FALSE,TRUE,Mixed,0.829653128,Car,Yes,,,
4cb3aeH,7,Chicken rice,2024-10-10,2024-10-10,4.14,14,153.86,Car,Medium,Snowy,0,-1.41,Route_2,adcf62b8-2366-414f-9c85-e3cf8c422a51,42,Other,City_2,41,2,Asian,Lotus Garden,Monthly,Yes,Hot,3,2,Good,5,FALSE,TRUE,Mixed,0.320362542,Bike,No,,,
7b7491B,7,Chicken rice,2024-04-21,2024-04-21,13.49,6,65.94,Walk,High,Snowy,0,6.87,Route_5,95c317e1-c732-49b3-89a9-ed7368753ba8,33,Female,City_4,2,3,Asian,Lotus Garden,Monthly,No,Cold,5,3,Poor,4,FALSE,TRUE,Bike-friendly,0.781190467,Car,No,,,
e8af3eA,7,CoffeeBoba tea,2024-10-27,2024-10-27,12.72,23,103.5,Bike,Medium,Snowy,0,10.29,Route_3,14e97be2-0cd5-4408-b075-8f8ba6743c89,38,Other,City_9,30,1,Asian,Lotus Garden,Monthly,Yes,Cold,4,2,Fair,4,FALSE,FALSE,Car-only,0.262630784,Car,No,,,
251c4aH,7,CoffeeBoba tea,2024-04-21,2024-04-21,4.72,5,22.5,Car,High,Sunny,0,-4.15,Route_2,ae067423-09f4-44ba-816d-f5034e32ff6c,34,Female,City_9,31,2,Asian,Lotus Garden,Monthly,No,Cold,4,3,Good,2,TRUE,TRUE,Car-only,0.501506528,Car,No,,,
415e39T,7,CoffeeBoba tea,2024-05-30,2024-05-30,4.78,6,27,Bike,Medium,Sunny,0,13.79,Route_2,38072b2d-5105-4c9f-a0ed-691c08123840,50,Female,City_4,6,1,Asian,Lotus Garden,Weekly,Yes,Hot,5,2,Poor,3,TRUE,TRUE,Car-only,0.217501542,Bike,No,,,
de2f19F,7,Dumplings (6 pcs),2024-05-05,2024-05-05,4.92,1,7.99,Walk,High,Sunny,0,3.35,Route_5,77eebf5a-74c0-47f1-90f7-2e914f219a93,19,Female,City_3,42,5,Asian,Lotus Garden,Weekly,No,Hot,2,3,Poor,3,FALSE,FALSE,Mixed,0.060709891,Car,No,,,
7d7059O,7,Sushi (8 pcs),2024-04-12,2024-04-12,12.98,13,129.87,Car,Medium,Snowy,0,-2.58,Route_1,01f1be90-a156-425c-a42f-704f8288b238,22,Other,City_7,17,3,Asian,Lotus Garden,Weekly,No,Cold,5,2,Poor,5,TRUE,FALSE,Mixed,0.505015948,Bike,No,,,
7c8f1aR,7,Sushi (8 pcs),2024-09-15,2024-09-15,9.34,9,89.91,Walk,High,Snowy,0,-2.16,Route_1,5d021613-d98a-45be-95df-a0b99f59de51,45,Male,City_6,33,1,Asian,Lotus Garden,Monthly,No,Warm,4,4,Good,5,TRUE,TRUE,Bike-friendly,0.250147657,Car,No,,,
c77cf4B,7,Sushi (8 pcs),2024-08-13,2024-08-13,8.53,5,49.95,Car,High,Sunny,0,10.17,Route_5,3381bc79-015e-4a3a-b797-1d47c44950a6,20,Female,City_1,16,5,Asian,Lotus Garden,Monthly,No,Cold,4,5,Fair,1,TRUE,TRUE,Car-only,0.69564311,Car,No,,,
31dba4J,7,Sushi (8 pcs),2024-04-14,2024-04-14,8.62,19,189.81,Car,High,Sunny,0,17.06,Route_5,e0475ae1-25f9-4ee3-81d2-f0116017d06f,57,Male,City_6,46,4,Asian,Lotus Garden,Monthly,No,Warm,4,4,Fair,3,TRUE,FALSE,Mixed,0.138921582,Car,No,,,
